"","gdenr","gemeinde_d","value","pct_gde","top_names_table"
"278",544,"Moosseedorf",35,0.85,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Peric $/td£ $td£ 35 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 28 $/td£  $td£ 0.68% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Berger $/td£ $td£ 23 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Hänni $/td£ $td£ 22 $/td£  $td£ 0.53% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Weber $/td£ $td£ 21 $/td£  $td£ 0.51% $/td£ $/tr£¢ $/table£"
"279",546,"Münchenbuchsee",74,0.72,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 74 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gerber $/td£ $td£ 56 $/td£  $td£ 0.55% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zürcher $/td£ $td£ 55 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Moser $/td£ $td£ 38 $/td£  $td£ 0.37% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schneider $/td£ $td£ 37 $/td£  $td£ 0.36% $/td£ $/tr£¢ $/table£"
"280",551,"Urtenen-Schönbühl",41,0.64,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gerber $/td£ $td£ 41 $/td£  $td£ 0.64% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Müller $/td£ $td£ 33 $/td£  $td£ 0.52% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zbinden $/td£ $td£ 31 $/td£  $td£ 0.48% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Marti $/td£ $td£ 28 $/td£  $td£ 0.44% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lehmann $/td£ $td£ 24 $/td£  $td£ 0.38% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lüthi $/td£ $td£ 24 $/td£  $td£ 0.38% $/td£ $/tr£¢ $/table£"
"281",552,"Utzenstorf",41,0.92,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Siegenthaler $/td£ $td£ 41 $/td£  $td£ 0.92% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Weber $/td£ $td£ 41 $/td£  $td£ 0.92% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wüthrich $/td£ $td£ 38 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gerber $/td£ $td£ 32 $/td£  $td£ 0.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hofer $/td£ $td£ 31 $/td£  $td£ 0.7% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kummer $/td£ $td£ 31 $/td£  $td£ 0.7% $/td£ $/tr£¢ $/table£"
"282",553,"Wiggiswil",7,6.67,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wittwer $/td£ $td£ 7 $/td£  $td£ 6.67% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gygax $/td£ $td£ 5 $/td£  $td£ 4.76% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Mumenthaler $/td£ $td£ 5 $/td£  $td£ 4.76% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rubi $/td£ $td£ 5 $/td£  $td£ 4.76% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Baumberger $/td£ $td£ 4 $/td£  $td£ 3.81% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Hofer $/td£ $td£ 4 $/td£  $td£ 3.81% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Köhli $/td£ $td£ 4 $/td£  $td£ 3.81% $/td£ $/tr£§ 
$tr£ $td£ 5. $/td£ $td£ Steffen $/td£ $td£ 4 $/td£  $td£ 3.81% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Stryffeler $/td£ $td£ 4 $/td£  $td£ 3.81% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Utiger $/td£ $td£ 4 $/td£  $td£ 3.81% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Wüthrich $/td£ $td£ 4 $/td£  $td£ 3.81% $/td£ $/tr£¢ $/table£"
"283",554,"Wiler bei Utzenstorf",16,1.57,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Steiner $/td£ $td£ 16 $/td£  $td£ 1.57% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schütz $/td£ $td£ 14 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 13 $/td£  $td£ 1.27% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schneider $/td£ $td£ 13 $/td£  $td£ 1.27% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ajeti $/td£ $td£ 12 $/td£  $td£ 1.18% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jordi $/td£ $td£ 12 $/td£  $td£ 1.18% $/td£ $/tr£¢ $/table£"
"284",556,"Zielebach",12,3.61,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Aebi $/td£ $td£ 12 $/td£  $td£ 3.61% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Steiner $/td£ $td£ 9 $/td£  $td£ 2.71% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Jäggi $/td£ $td£ 8 $/td£  $td£ 2.41% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Neukomm $/td£ $td£ 8 $/td£  $td£ 2.41% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jörg $/td£ $td£ 6 $/td£  $td£ 1.81% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Kaufmann $/td£ $td£ 6 $/td£  $td£ 1.81% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schneider $/td£ $td£ 6 $/td£  $td£ 1.81% $/td£ $/tr£
¢ $/table£"
"285",557,"Zuzwil BE",11,1.98,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schneider $/td£ $td£ 11 $/td£  $td£ 1.98% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hofer $/td£ $td£ 10 $/td£  $td£ 1.8% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Rufer $/td£ $td£ 10 $/td£  $td£ 1.8% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Suter $/td£ $td£ 10 $/td£  $td£ 1.8% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Häni $/td£ $td£ 9 $/td£  $td£ 1.62% $/td£ $/tr£¢ $/table£"
"286",561,"Adelboden",167,5,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Allenbach $/td£ $td£ 167 $/td£  $td£ 5% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schranz $/td£ $td£ 163 $/td£  $td£ 4.88% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Hari $/td£ $td£ 157 $/td£  $td£ 4.7% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Germann $/td£ $td£ 132 $/td£  $td£ 3.95% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Oester $/td£ $td£ 125 $/td£  $td£ 3.74% $/td£ $/tr£¢ $/table£"
"287",562,"Aeschi bei Spiez",38,1.68,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ von Känel $/td£ $td£ 38 $/td£  $td£ 1.68% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Luginbühl $/td£ $td£ 34 $/td£  $td£ 1.5% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 27 $/td£  $td£ 1.19% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Berger $/td£ $td£ 25 $/td£  $td£ 1.1% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lengacher $/td£ $td£ 21 $/td£  $td£ 0.93% $/td£ $/tr£¢ $/table£"
"288",563,"Frutigen",378,5.39,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schmid $/td£ $td£ 378 $/td£  $td£ 5.39% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Trachsel $/td£ $td£ 161 $/td£  $td£ 2.3% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wäfler $/td£ $td£ 154 $/td£  $td£ 2.2% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Zurbrügg $/td£ $td£ 147 $/td£  $td£ 2.1% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Steiner $/td£ $td£ 136 $/td£  $td£ 1.94% $/td£ $/tr£¢ $/table£"
"289",564,"Kandergrund",46,5.67,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Wandfluh $/td£ $td£ 46 $/td£  $td£ 5.67% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ryter $/td£ $td£ 36 $/td£  $td£ 4.44% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 35 $/td£  $td£ 4.32% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Zurbrügg $/td£ $td£ 34 $/td£  $td£ 4.19% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Stoller $/td£ $td£ 32 $/td£  $td£ 3.95% $/td£ $/tr£¢ $/table£"
"290",565,"Kandersteg",38,2.99,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Grossen $/td£ $td£ 38 $/td£  $td£ 2.99% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hari $/td£ $td£ 29 $/td£  $td£ 2.29% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Künzi $/td£ $td£ 29 $/td£  $td£ 2.29% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Holzer $/td£ $td£ 26 $/td£  $td£ 2.05% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ogi $/td£ $td£ 25 $/td£  $td£ 1.97% $/td£ $/tr£¢ $/table£"
"291",566,"Krattigen",59,5.31,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Luginbühl $/td£ $td£ 59 $/td£  $td£ 5.31% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kummer $/td£ $td£ 17 $/td£  $td£ 1.53% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Reichen $/td£ $td£ 17 $/td£  $td£ 1.53% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Heim $/td£ $td£ 14 $/td£  $td£ 1.26% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rubin $/td£ $td£ 14 $/td£  $td£ 1.26% $/td£ $/tr£¢ $/table£"
"292",567,"Reichenbach im Kandertal",202,5.53,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ von Känel $/td£ $td£ 202 $/td£  $td£ 5.53% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Zurbrügg $/td£ $td£ 134 $/td£  $td£ 3.67% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmid $/td£ $td£ 115 $/td£  $td£ 3.15% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rubin $/td£ $td£ 94 $/td£  $td£ 2.57% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bettschen $/td£ $td£ 75 $/td£  $td£ 2.05% $/td£ $/tr£¢ $/table£"
"293",571,"Beatenberg",66,5.42,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gafner $/td£ $td£ 66 $/td£  $td£ 5.42% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Grossniklaus $/td£ $td£ 35 $/td£  $td£ 2.87% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Schmocker $/td£ $td£ 25 $/td£  $td£ 2.05% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Jaun $/td£ $td£ 21 $/td£  $td£ 1.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bieri $/td£ $td£ 13 $/td£  $td£ 1.07% $/td£ $/tr£¢ $/table£"
"294",572,"Bönigen",117,4.62,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Michel $/td£ $td£ 117 $/td£  $td£ 4.62% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Seiler $/td£ $td£ 88 $/td£  $td£ 3.48% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brunner $/td£ $td£ 47 $/td£  $td£ 1.86% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wyss $/td£ $td£ 40 $/td£  $td£ 1.58% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Mühlemann $/td£ $td£ 38 $/td£  $td£ 1.5% $/td£ $/tr£¢ $/table£"
"295",573,"Brienz BE",116,3.64,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Flück $/td£ $td£ 116 $/td£  $td£ 3.64% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Michel $/td£ $td£ 97 $/td£  $td£ 3.05% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Thöni $/td£ $td£ 91 $/td£  $td£ 2.86% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fischer $/td£ $td£ 74 $/td£  $td£ 2.32% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Fuchs $/td£ $td£ 64 $/td£  $td£ 2.01% $/td£ $/tr£¢ $/table£"
"296",574,"Brienzwiler",33,6.71,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schild $/td£ $td£ 33 $/td£  $td£ 6.71% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ von Bergen $/td£ $td£ 16 $/td£  $td£ 3.25% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Abplanalp $/td£ $td£ 13 $/td£  $td£ 2.64% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Eschmann $/td£ $td£ 4 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Fuchs $/td£ $td£ 4 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gasser $/td£ $td£ 4 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Grossenbacher $/td£ $td£ 4 $/td£  $td£ 0.81% $/td£ $/tr£§ 
$tr£ $td£ 4. $/td£ $td£ Heller $/td£ $td£ 4 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Meier $/td£ $td£ 4 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Perkuhn $/td£ $td£ 4 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pojer $/td£ $td£ 4 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Schild-von Allmen $/td£ $td£ 4 $/td£  $td£ 0.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Stähli $/td£ $td£ 4 $/td£  $td£ 0.81% $/td£ $/tr£¢ $/table£"
"297",575,"Därligen",16,3.9,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Dietrich $/td£ $td£ 16 $/td£  $td£ 3.9% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Steuri $/td£ $td£ 11 $/td£  $td£ 2.68% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Balmer $/td£ $td£ 9 $/td£  $td£ 2.2% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rubin $/td£ $td£ 9 $/td£  $td£ 2.2% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Wolf $/td£ $td£ 8 $/td£  $td£ 1.95% $/td£ $/tr£¢ $/table£"
"298",576,"Grindelwald",131,3.47,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Kaufmann $/td£ $td£ 131 $/td£  $td£ 3.47% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bohren $/td£ $td£ 107 $/td£  $td£ 2.84% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brawand $/td£ $td£ 87 $/td£  $td£ 2.31% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wyss $/td£ $td£ 84 $/td£  $td£ 2.23% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Roth $/td£ $td£ 63 $/td£  $td£ 1.67% $/td£ $/tr£¢ $/table£"
"299",577,"Gsteigwiler",37,8.73,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Feuz $/td£ $td£ 37 $/td£  $td£ 8.73% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Häsler $/td£ $td£ 19 $/td£  $td£ 4.48% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bieri $/td£ $td£ 6 $/td£  $td£ 1.42% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Dorner $/td£ $td£ 5 $/td£  $td£ 1.18% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Knecht $/td£ $td£ 5 $/td£  $td£ 1.18% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Sager $/td£ $td£ 5 $/td£  $td£ 1.18% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Seiler $/td£ $td£ 5 $/td£  $td£ 1.18% $/td£ $/tr£
¢ $/table£"
"300",578,"Gündlischwand",24,6.86,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gertsch $/td£ $td£ 24 $/td£  $td£ 6.86% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Alijaj $/td£ $td£ 9 $/td£  $td£ 2.57% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Steiner $/td£ $td£ 6 $/td£  $td£ 1.71% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Balmer $/td£ $td£ 5 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Haussener $/td£ $td£ 5 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Sommer $/td£ $td£ 5 $/td£  $td£ 1.43% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wyss $/td£ $td£ 5 $/td£  $td£ 1.43% $/td£ $/tr£
¢ $/table£"
"301",579,"Habkern",145,23.39,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Zurbuchen $/td£ $td£ 145 $/td£  $td£ 23.39% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Blatter $/td£ $td£ 42 $/td£  $td£ 6.77% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Zenger $/td£ $td£ 31 $/td£  $td£ 5% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Brunner $/td£ $td£ 27 $/td£  $td£ 4.35% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Zybach $/td£ $td£ 19 $/td£  $td£ 3.06% $/td£ $/tr£¢ $/table£"
"302",580,"Hofstetten bei Brienz",35,6.63,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Fuchs $/td£ $td£ 35 $/td£  $td£ 6.63% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Trauffer $/td£ $td£ 27 $/td£  $td£ 5.11% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Blatter $/td£ $td£ 21 $/td£  $td£ 3.98% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Flühmann $/td£ $td£ 19 $/td£  $td£ 3.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Stähli $/td£ $td£ 19 $/td£  $td£ 3.6% $/td£ $/tr£¢ $/table£"
"303",581,"Interlaken",49,0.84,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ von Allmen $/td£ $td£ 49 $/td£  $td£ 0.84% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ritschard $/td£ $td£ 48 $/td£  $td£ 0.82% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 33 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wyss $/td£ $td£ 33 $/td£  $td£ 0.57% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Michel $/td£ $td£ 31 $/td£  $td£ 0.53% $/td£ $/tr£¢ $/table£"
"304",582,"Iseltwald",44,10.55,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Abegglen $/td£ $td£ 44 $/td£  $td£ 10.55% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Brunner $/td£ $td£ 35 $/td£  $td£ 8.39% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Kaufmann $/td£ $td£ 22 $/td£  $td£ 5.28% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wyss $/td£ $td£ 10 $/td£  $td£ 2.4% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Schilt $/td£ $td£ 8 $/td£  $td£ 1.92% $/td£ $/tr£¢ $/table£"
"305",584,"Lauterbrunnen",99,4.31,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ von Allmen $/td£ $td£ 99 $/td£  $td£ 4.31% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gertsch $/td£ $td£ 47 $/td£  $td£ 2.05% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Feuz $/td£ $td£ 44 $/td£  $td£ 1.92% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wyss $/td£ $td£ 24 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Stäger $/td£ $td£ 19 $/td£  $td£ 0.83% $/td£ $/tr£¢ $/table£"
"306",585,"Leissigen",47,4.06,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Ringgenberg $/td£ $td£ 47 $/td£  $td£ 4.06% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Steuri $/td£ $td£ 32 $/td£  $td£ 2.77% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Müller $/td£ $td£ 22 $/td£  $td£ 1.9% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Dietrich $/td£ $td£ 17 $/td£  $td£ 1.47% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Steiner $/td£ $td£ 15 $/td£  $td£ 1.3% $/td£ $/tr£¢ $/table£"
